Email,Phone,CreditScore,AgeGroup,FamilyBackground,Income,Comments,Intent
jacobsonroberta@example.org,(790)528-3532x476,372,18-25,Married,690313,need home loan,0
meltonkelly@example.org,+1-576-726-3759x67559,617,26-35,Single,876269,want to buy soon,1
buckjeffrey@example.net,745-228-0548x5205,677,26-35,Single,544707,need home loan,0
mgreen@example.net,289-528-3839x93438,756,18-25,Married,858320,job relocation,1
michael03@example.net,9383817345,550,26-35,Single,339225,just browsing,0
dyerelizabeth@example.com,+1-497-626-5582,652,36-50,Married with Kids,989155,urgent need to buy,1
zreed@example.com,982.312.3804x13833,826,26-35,Single,153494,want to buy soon,1
kellie39@example.net,460.856.7788,468,26-35,Single,843222,job relocation,1
stacyfisher@example.net,001-671-683-1923x92988,813,26-35,Married,261698,urgent need to buy,1
courtneycollins@example.net,741.961.3619x5276,690,18-25,Single,729621,want to buy soon,1
eric54@example.net,(817)592-2828,689,36-50,Single,936796,urgent need to buy,1
nicholasreynolds@example.com,(599)459-4019,491,26-35,Married with Kids,330178,want to buy soon,1
praymond@example.com,(653)918-1388x18890,568,26-35,Married,145108,not interested,0
wrose@example.com,952.949.6024,391,36-50,Married with Kids,887520,just browsing,0
anitavasquez@example.net,8518922501,349,26-35,Married with Kids,434471,want to buy soon,1
hmontgomery@example.com,963-267-0706x067,506,51+,Single,581023,need home loan,0
hannajohn@example.net,373-767-8255,643,36-50,Single,738557,need home loan,0
rachelwright@example.net,(381)407-5175x87160,715,51+,Single,151873,not interested,0
collinsmarilyn@example.com,(344)619-6781x2326,373,51+,Married,311170,not interested,0
katie99@example.org,(511)986-6824x18264,507,36-50,Married with Kids,985876,job relocation,1
stephanie06@example.com,001-582-903-1954x54636,752,26-35,Married,948966,just browsing,0
mariakirk@example.com,946.227.5768x500,737,51+,Single,233948,just browsing,0
mjohnson@example.org,(951)936-6115,320,26-35,Married with Kids,436867,urgent need to buy,1
wolfemelissa@example.com,544-935-0697x01369,348,36-50,Married with Kids,756906,need home loan,0
jeanetteholmes@example.net,001-469-301-7512,419,26-35,Married,941898,just browsing,0
ginaguerra@example.net,(216)289-5555x693,625,26-35,Married,248965,need home loan,0
katherinejohnson@example.com,893.303.6094,314,51+,Married with Kids,163189,urgent need to buy,1
shelby15@example.com,001-583-447-2742,832,18-25,Single,479416,not interested,0
griffinkevin@example.net,511-618-7412,689,26-35,Married with Kids,736701,urgent need to buy,1
thill@example.org,277.262.4633x92061,341,26-35,Married with Kids,809845,job relocation,1
michellebishop@example.org,(862)205-5603x43748,776,51+,Married,644448,just browsing,0
gkirby@example.com,001-916-511-2009,326,51+,Married,908757,job relocation,1
colemanjames@example.com,700-388-2623,635,36-50,Married,814068,need home loan,0
jodi53@example.com,3583779751,467,26-35,Married,440682,want to buy soon,1
stacy99@example.org,(755)286-1527x4589,771,26-35,Married,752047,urgent need to buy,1
icooke@example.org,246.301.8184,652,36-50,Single,656886,need home loan,0
brightsarah@example.com,+1-393-665-6693x34078,804,36-50,Married with Kids,738266,job relocation,1
alyssa38@example.com,001-792-236-3132x8074,674,51+,Married with Kids,642222,not interested,0
qcruz@example.com,452-470-7380,636,51+,Single,582477,want to buy soon,1
joshua31@example.com,+1-399-951-3755x787,699,51+,Married with Kids,402748,job relocation,1
holtmisty@example.net,(756)528-6583x7337,528,36-50,Married,953972,need home loan,0
grayaustin@example.com,+1-627-227-3486,501,18-25,Single,167359,job relocation,1
hensleydeborah@example.com,620.736.7851,490,36-50,Married,936320,want to buy soon,1
anthonyblack@example.net,001-924-747-9995x184,710,51+,Married,842116,just browsing,0
whitneykatelyn@example.com,(834)253-7740,669,36-50,Single,663872,want to buy soon,1
apotter@example.net,+1-701-768-9914x61091,702,26-35,Married,224607,need home loan,0
wendy85@example.com,001-208-609-1168x181,826,51+,Single,307004,job relocation,1
jonesmathew@example.com,409.540.5315,348,36-50,Single,550160,job relocation,1
oallen@example.com,742.805.5886x066,377,18-25,Single,944985,need home loan,0
marc59@example.org,(269)824-8403x27391,705,36-50,Single,156292,urgent need to buy,1
michaelwright@example.com,847.478.3857x085,498,18-25,Married,429766,not interested,0
lynn54@example.net,001-716-337-3105,323,51+,Married with Kids,826286,want to buy soon,1
martin15@example.net,001-733-775-3746x055,633,36-50,Married with Kids,616152,want to buy soon,1
jennifer61@example.net,366-624-6004,680,51+,Married,943992,not interested,0
sarahoward@example.com,867.302.7468x57166,704,51+,Single,334617,urgent need to buy,1
uedwards@example.org,+1-816-870-8562,561,51+,Single,574374,want to buy soon,1
jacob97@example.net,001-956-483-4640x07688,695,18-25,Married,804916,job relocation,1
stephanie82@example.org,803-316-1405x22282,735,51+,Single,583405,just browsing,0
joshua90@example.com,355-878-6833,636,36-50,Single,829725,urgent need to buy,1
diane53@example.net,802.650.8592,453,26-35,Single,596482,urgent need to buy,1
brendamartinez@example.org,(758)559-3950x9574,466,51+,Married,323499,urgent need to buy,1
donald00@example.net,+1-267-340-9652x65742,729,26-35,Married,427678,just browsing,0
christopherwilliams@example.net,853.893.4983,315,26-35,Single,534379,urgent need to buy,1
dgray@example.org,(702)788-0211x503,807,26-35,Single,221700,not interested,0
hyu@example.org,422.955.6923x3631,521,26-35,Married with Kids,794248,need home loan,0
dawn82@example.com,(912)354-0330x498,566,18-25,Married with Kids,454458,need home loan,0
ejohnson@example.net,(215)483-9960x891,451,18-25,Single,361278,urgent need to buy,1
rachel18@example.org,(671)366-3573x8660,428,36-50,Married,651699,want to buy soon,1
yolanda63@example.net,892-457-4370,608,18-25,Single,728328,job relocation,1
ljones@example.com,+1-739-434-4081x90947,672,36-50,Married,834875,urgent need to buy,1
sullivanmiguel@example.org,+1-661-243-7496x7523,800,51+,Single,122276,not interested,0
amanda49@example.org,944-862-9699x700,766,36-50,Single,325457,need home loan,0
stephanie31@example.org,(791)911-0311,800,36-50,Married,392042,want to buy soon,1
ohartman@example.org,(258)379-9138,415,18-25,Single,259614,just browsing,0
donnalawson@example.net,+1-539-568-0490x804,608,51+,Married with Kids,801927,need home loan,0
walkershannon@example.com,592-358-6827,463,26-35,Married with Kids,897793,just browsing,0
barnettmelanie@example.com,752.387.4825x58271,461,18-25,Married,941607,urgent need to buy,1
martin29@example.com,001-805-328-6410x43380,724,26-35,Married,695552,job relocation,1
lleblanc@example.com,826.204.2213,595,51+,Married,338260,need home loan,0
joanna93@example.net,(365)612-4229,659,18-25,Married with Kids,310531,not interested,0
gutierrezmark@example.net,+1-469-691-9524x303,684,51+,Married,918256,job relocation,1
corey42@example.net,001-660-716-1560x4078,554,36-50,Married with Kids,790123,need home loan,0
brett25@example.org,+1-398-361-2398x42844,735,51+,Married,579276,need home loan,0
dhenry@example.com,650-617-4053x4844,664,18-25,Married,630530,not interested,0
michael18@example.com,001-728-776-1818,489,36-50,Married,354154,want to buy soon,1
nhanson@example.net,(469)930-2798x523,713,18-25,Married,660242,not interested,0
virginiagentry@example.net,270.269.4703x79642,497,26-35,Single,365602,not interested,0
stevengraham@example.org,7339513884,321,26-35,Married,122038,not interested,0
brandon99@example.net,+1-352-251-0539x813,400,18-25,Married,858995,want to buy soon,1
christinawest@example.com,+1-565-288-1495,714,26-35,Married,135701,want to buy soon,1
christina41@example.org,9229829480,345,36-50,Married with Kids,924951,want to buy soon,1
jackdelgado@example.net,001-211-753-3625x9479,535,18-25,Married with Kids,601697,not interested,0
hawkinsjenny@example.com,001-575-959-9877x82399,550,26-35,Single,876282,not interested,0
xmorales@example.com,001-702-220-7406,724,36-50,Married,234768,just browsing,0
benjamin86@example.net,740-381-1279x16436,475,51+,Married with Kids,523735,job relocation,1
qgomez@example.net,001-861-264-1460x33681,565,18-25,Single,420592,job relocation,1
lawrence03@example.net,(831)906-9109x7064,688,26-35,Married with Kids,220809,job relocation,1
denise96@example.org,001-992-979-9528x427,469,18-25,Married with Kids,305641,need home loan,0
dillonmiranda@example.org,866.262.5933,807,26-35,Single,565990,need home loan,0
jessica10@example.org,(789)797-8606x41540,613,26-35,Single,715754,need home loan,0
thomasmitchell@example.com,7856040897,532,36-50,Single,595467,not interested,0
williamsmichael@example.net,001-326-811-6472x471,484,36-50,Single,295279,want to buy soon,1
justin16@example.com,6637897270,823,36-50,Married,616408,just browsing,0
richardwheeler@example.org,733-438-5452,595,26-35,Single,544082,just browsing,0
kenneth12@example.com,(637)470-3014x1380,384,36-50,Married,695632,want to buy soon,1
jennifer41@example.com,+1-426-732-7110,532,51+,Married,231252,job relocation,1
wdavis@example.net,+1-647-661-0155x89764,344,18-25,Married,868612,job relocation,1
lisaliu@example.net,001-399-478-1390,747,51+,Single,953543,urgent need to buy,1
lambertlaura@example.org,224-641-1694x09622,629,51+,Single,535590,want to buy soon,1
watsonelizabeth@example.net,001-668-576-9775x657,741,26-35,Married,650641,want to buy soon,1
hoovercarrie@example.org,001-868-321-3255x703,433,18-25,Married with Kids,874656,want to buy soon,1
carlos31@example.org,+1-381-307-4667x6497,550,18-25,Single,225473,not interested,0
banksjacob@example.org,8999032879,372,51+,Married with Kids,248139,job relocation,1
cassandra54@example.net,001-511-350-2240x6835,473,51+,Married,613628,urgent need to buy,1
thomascoleman@example.org,001-889-986-3234,495,26-35,Married,718904,want to buy soon,1
hamiltonjoseph@example.org,+1-811-511-7730x440,766,51+,Married,860081,just browsing,0
areynolds@example.net,857.214.8470x380,699,26-35,Single,427797,urgent need to buy,1
christophernelson@example.com,+1-379-304-3617x76334,706,18-25,Married with Kids,120153,job relocation,1
patrickkrueger@example.com,276-776-3798x93993,732,18-25,Married,573731,need home loan,0
jacksonjames@example.net,+1-305-273-8023x87845,560,26-35,Single,603166,want to buy soon,1
cynthiaharris@example.com,774.287.7655x71066,350,18-25,Single,528021,need home loan,0
brucedaniel@example.org,(665)997-0705x9348,496,18-25,Single,760990,need home loan,0
wmarquez@example.net,(942)397-5193x7304,578,18-25,Married,865790,need home loan,0
bakermichelle@example.org,001-335-625-8918x29711,310,26-35,Single,687251,not interested,0
hudsonamy@example.com,+1-827-618-9822,571,26-35,Married,102482,need home loan,0
taylormary@example.com,606-321-4677x105,601,26-35,Married with Kids,979805,just browsing,0
henrythomas@example.net,9154190169,739,36-50,Married with Kids,804042,need home loan,0
davidmorgan@example.net,(449)532-9988x07753,762,18-25,Married with Kids,211864,not interested,0
chandlerkaren@example.org,+1-620-930-5874x4459,754,36-50,Married with Kids,575195,urgent need to buy,1
rothmarie@example.net,574.401.2829x4422,849,51+,Married,382028,want to buy soon,1
julieharris@example.net,+1-268-484-5023x244,567,26-35,Married with Kids,850753,not interested,0
oraymond@example.org,+1-456-315-7372,485,18-25,Single,228724,want to buy soon,1
jennifer77@example.org,2704803952,673,18-25,Married with Kids,286211,need home loan,0
wriley@example.org,+1-657-864-2835x8017,547,36-50,Married with Kids,430655,need home loan,0
shawn51@example.org,976.681.0544x7455,459,18-25,Married with Kids,137939,just browsing,0
leetimothy@example.net,882.497.4738x0325,449,26-35,Married with Kids,352122,need home loan,0
edward95@example.com,(245)948-0665x11039,544,26-35,Married,359933,urgent need to buy,1
ljimenez@example.net,001-539-565-1308x91799,312,18-25,Single,131952,just browsing,0
noconnor@example.net,909-947-9561x1919,424,18-25,Married,297119,not interested,0
lmanning@example.net,659.477.1232x401,433,51+,Married,692643,urgent need to buy,1
vmyers@example.com,001-803-478-7127x4562,624,18-25,Married with Kids,916811,not interested,0
lisa31@example.org,(926)794-4018x52646,466,51+,Married with Kids,714928,just browsing,0
tylerkaitlyn@example.com,(791)241-2511x61060,759,36-50,Married,635533,want to buy soon,1
yfuller@example.net,762-439-9423,743,36-50,Married with Kids,316448,not interested,0
larrypowell@example.org,282-747-9216x309,784,51+,Married with Kids,120290,not interested,0
obrienpam@example.net,001-636-521-1253x117,749,36-50,Single,415704,just browsing,0
jessesanders@example.org,(794)884-2198x358,762,18-25,Married,438832,just browsing,0
gkelly@example.net,001-372-304-9404x688,561,36-50,Single,823491,not interested,0
sfischer@example.org,(426)208-7114x4377,572,26-35,Married with Kids,974893,job relocation,1
pjohnson@example.net,657.785.2055,588,18-25,Married with Kids,953754,job relocation,1
nicole99@example.com,343-492-6146x29685,732,26-35,Married,384191,want to buy soon,1
thomas12@example.net,8189964869,465,51+,Married with Kids,536234,need home loan,0
mhoffman@example.net,688-363-5710x689,477,36-50,Single,562755,need home loan,0
brian22@example.net,775.844.4209x50014,416,18-25,Married with Kids,961176,not interested,0
xprice@example.org,001-313-321-5287x45825,710,26-35,Married,453481,not interested,0
qsmith@example.com,(316)622-3942,358,18-25,Single,467987,want to buy soon,1
gordonthomas@example.net,(709)684-2473,587,36-50,Married with Kids,816532,just browsing,0
byrdadam@example.org,385-745-8096x0028,389,36-50,Married,936927,job relocation,1
kelsey81@example.net,(236)249-7092,351,36-50,Married,441992,job relocation,1
cwalsh@example.com,339-601-1545,550,26-35,Single,596337,urgent need to buy,1
eddiegutierrez@example.org,001-778-520-7257x55316,391,51+,Single,210145,want to buy soon,1
shannon07@example.com,+1-656-939-1658x6714,778,51+,Married,748543,not interested,0
patriciasolis@example.com,916-748-4183x0959,512,26-35,Married with Kids,107466,just browsing,0
samanthahoffman@example.com,(428)309-8745,726,36-50,Married,128987,urgent need to buy,1
gomezpaul@example.net,676.880.9499,428,18-25,Single,260635,urgent need to buy,1
kelly22@example.net,+1-864-272-1848,357,51+,Married with Kids,123657,job relocation,1
jeffery49@example.org,001-373-934-0814x042,678,26-35,Married with Kids,963577,want to buy soon,1
frank87@example.org,001-710-925-0410,706,18-25,Single,749755,job relocation,1
alejandrawagner@example.com,(712)792-2219,366,26-35,Married with Kids,146565,just browsing,0
jenniferpaul@example.net,(689)214-0296x64922,318,36-50,Married,830554,not interested,0
michelle86@example.org,7435545273,491,51+,Married,209060,need home loan,0
derek58@example.org,001-893-557-2153,633,51+,Single,803586,need home loan,0
albert63@example.com,306.226.9197x1351,794,18-25,Married,879992,urgent need to buy,1
patrick32@example.com,+1-263-361-8658,376,18-25,Married with Kids,951006,not interested,0
rhonda85@example.com,+1-711-746-1103x22997,689,18-25,Single,660410,urgent need to buy,1
christina42@example.com,001-768-634-1146,816,36-50,Married with Kids,765720,need home loan,0
danielrose@example.com,873-916-5421,406,18-25,Married with Kids,975111,urgent need to buy,1
julie93@example.com,969.297.8906,783,36-50,Married with Kids,819372,need home loan,0
murphyjustin@example.net,216-941-2551,472,51+,Married with Kids,845014,want to buy soon,1
cunninghamgreg@example.org,(793)988-1200,732,51+,Married,413671,urgent need to buy,1
hpeterson@example.com,(268)624-3935x729,475,36-50,Married,120246,urgent need to buy,1
